Timestamp,العمر(رقم_عدد صحيح),الجنس,الفرع الدراسي,المدينة/المحافظة,اهتمامي بالبرمجة والتقنية,اهتمامي بالرياضيات والمنطق,اهتمامي بالفيزياء والهندسة,اهتمامي بالطب والعلوم الصحية,اهتمامي بالكيمياء والأحياء,اهتمامي باللغات والآداب,اهتمامي بالعلوم الإنسانية (فلسفة، علم نفس، اجتماع),اهتمامي بالاقتصاد وإدارة الأعمال,اهتمامي بالفنون (رسم، موسيقى، تصميم),اهتمامي بالقانون والحقوق,أفضل الدراسة النظرية على العملية,أستمتع بحل المسائل المعقدة,أفضل العمل مع الناس أكثر من العمل مع الحاسوب,أتحمل ضغط الدراسة العالي إذا كان التخصص أحبه,أميل للاستقرار الوظيفي أكثر من المغامرة,ترتيب أهمية الدخل الجيد بالنسبة لي,ترتيب أهمية المكانة الاجتماعية,ترتيب أهمية العمل في مجال أحبه,ترتيب أهمية الاستقرار الوظيفي,التخصص الأول الذي أرغب به, التخصص الثاني الذي أرغب به, التخصص الثالث الذي أرغب به,هل أنت مستعد للتنازل عن رغبتك الأولى إذا كان هناك تخصص قريب منها,ما هو التخصص الذي يرغب أهلك أن تدرسه؟,سبب اختيار أهلك لهذا التخصص؟,هل أنت مستعد لتحقيق رغبة الأهل على حساب رغبتك الشخصية؟,القدرة المادية للعائلة,علامة الرياضيات (0–100),علامة الفيزياء (0–100),علامة الكيمياء (0–100),علامة اللغة العربية (0–100),علامة اللغة الأجنبية (0–100),هل يمكنك الدراسة خارج مدينتك؟,هل يمكنك الدراسة في جامعة خاصة؟,ما هو التخصص الذي تتوقع أن تختاره فعليًا؟
4/20/2026 14:30:23,18,2,1,2,1,5,5,1,1,4,1,1,5,1,3,1,1,5,4,1,1,1,1,2,7,8,1,2,1,2,1,85,94,90,95,80,1,1,2
4/20/2026 14:49:29,17,2,1,2,2,3,3,3,4,4,2,4,5,4,2,3,2,4,2,1,1,1,2,3,4,5,1,5,1,1,1,60,62,21,72,70,0,0,8
4/20/2026 14:50:31,18,2,1,1,1,1,1,4,2,1,1,2,1,1,2,3,3,3,3,3,4,4,4,1,3,2,1,1,1,0,2,80,80,100,75,80,0,0,0
4/20/2026 14:50:33,17,2,1,2,1,1,1,5,1,1,1,1,1,1,2,1,5,3,4,2,1,1,1,1,5,2,0,1,1,1,1,60,50,50,80,30,0,0,1
4/20/2026 14:52:38,17,2,1,1,1,3,4,1,1,3,1,1,1,1,5,1,4,3,3,1,1,1,1,2,8,1,1,1,2,1,2,92,100,93,90,80,0,1,2
4/20/2026 14:53:36,17,2,1,2,1,5,5,5,5,4,2,1,1,1,1,5,2,5,3,1,1,1,2,1,3,8,0,1,3,0,2,85,95,90,82,88,1,2,1
4/20/2026 14:55:03,17,2,1,2,2,5,5,5,5,4,2,3,1,4,1,4,5,5,3,3,1,1,1,1,2,3,2,1,2,0,1,80,70,80,100,60,1,1,0
4/20/2026 14:59:00,18,2,1,2,1,4,2,5,4,1,1,1,3,2,3,3,5,5,2,3,1,1,3,1,1,1,0,1,1,0,2,99,99,98,50,70,1,1,1
4/20/2026 14:59:12,17,2,1,2,1,3,3,3,3,3,2,1,1,3,1,1,3,1,4,4,4,4,3,1,5,8,0,1,1,0,2,90,90,95,98,90,1,1,1
4/20/2026 15:03:19,17,2,1,2,2,2,1,3,1,1,1,5,5,5,5,1,5,4,1,1,1,1,2,2,5,8,0,2,2,2,2,70,65,65,70,50,0,1,2
4/20/2026 15:05:36,17,2,1,2,4,5,4,4,4,3,1,1,2,1,3,5,4,5,2,1,1,1,2,1,2,8,0,1,1,2,2,70,65,80,90,60,1,2,1
4/20/2026 15:05:50,17,2,1,13,5,1,1,5,3,3,1,3,3,1,1,3,4,5,4,1,1,1,1,1,1,1,0,1,2,2,2,70,80,60,93,90,1,0,1
4/20/2026 15:06:30,18,2,2,10,2,2,2,3,3,5,5,4,5,5,2,4,4,4,3,2,2,1,2,8,6,7,1,8,4,2,2,50,60,55,90,75,1,1,8
4/20/2026 15:06:57,18,2,1,2,5,3,3,4,3,5,1,3,1,4,5,1,2,5,5,1,3,1,1,3,8,8,2,2,1,0,1,75,70,60,90,85,0,0,8
4/20/2026 15:09:49,17,2,1,2,1,1,3,5,4,2,1,2,1,1,1,3,5,5,5,2,2,1,1,1,1,1,0,1,4,0,1,90,80,85,78,70,1,1,1
4/20/2026 15:11:19,17,2,1,2,5,5,5,5,5,5,5,2,5,5,4,5,2,5,1,1,2,1,2,2,1,6,2,1,4,2,2,80,70,70,95,75,1,1,2
4/20/2026 15:19:19,17,2,1,2,2,5,5,3,4,4,2,1,1,1,4,3,4,3,1,4,3,2,2,1,2,4,2,1,1,0,2,98,95,96,97,100,0,2,0
4/20/2026 15:19:28,17,2,1,2,1,1,1,2,1,5,5,2,5,1,5,1,5,4,2,1,3,1,1,8,1,8,1,1,2,1,1,25,75,50,90,30,0,0,0
4/20/2026 15:19:41,17,2,1,2,2,4,3,5,4,3,5,3,2,3,3,5,3,5,3,1,1,1,1,1,1,6,2,1,1,2,1,64,52,55,60,50,0,0,1
4/20/2026 15:21:25,17,2,1,2,3,4,5,4,4,3,1,1,5,2,5,3,3,4,5,1,2,1,1,2,2,2,0,2,1,1,1,75,80,85,85,70,1,1,2
4/20/2026 15:24:01,18,2,2,2,1,2,1,2,1,2,4,1,3,3,2,1,4,5,3,3,4,4,3,5,6,8,1,5,1,2,1,70,75,80,90,65,1,1,5
4/20/2026 15:25:45,17,2,1,2,3,4,5,4,4,3,2,1,5,1,5,3,3,3,5,1,2,1,1,2,2,2,0,2,1,1,1,75,80,85,80,70,1,1,2
4/20/2026 15:34:13,17,2,1,2,3,3,3,5,4,5,4,1,5,4,3,4,1,5,5,4,4,4,4,1,3,2,0,1,1,0,1,80,80,0,100,100,1,0,1
4/20/2026 15:35:48,17,2,1,2,1,5,1,3,3,3,1,1,2,1,1,1,1,5,5,1,2,3,2,1,2,3,0,1,1,0,2,100,99,100,100,100,0,0,1
4/20/2026 15:37:42,17,2,1,2,2,1,1,2,4,1,1,2,4,3,1,1,4,5,1,2,1,1,1,2,7,5,1,2,1,2,2,30,20,40,80,50,0,0,0
4/20/2026 15:38:02,17,2,2,10,4,1,1,1,1,4,5,5,1,1,5,1,3,5,2,1,1,1,1,4,4,4,0,4,1,1,1,10,10,10,100,90,1,0,8
4/20/2026 15:44:14,17,2,1,1,3,2,1,4,3,5,1,2,4,1,5,2,3,3,2,1,1,1,1,1,1,8,0,8,3,1,2,70,60,80,54,100,1,2,1
4/20/2026 15:45:01,17,2,1,2,3,5,5,5,5,5,5,4,5,5,1,4,5,1,4,1,4,1,1,1,8,8,0,8,4,1,2,80,80,80,90,80,0,1,1
4/20/2026 15:46:33,17,2,1,2,3,3,2,4,3,2,1,4,1,4,5,3,1,5,1,1,2,1,2,2,5,6,1,2,4,2,2,90,80,60,95,65,1,1,2
4/20/2026 15:49:51,17,2,1,2,2,4,3,3,3,4,3,3,2,2,3,5,4,2,3,2,3,2,3,1,4,1,0,1,2,1,1,70,50,69,70,60,0,0,1
4/20/2026 15:51:38,18,2,1,2,4,5,5,5,5,4,3,3,2,3,1,4,2,5,2,3,2,1,1,1,2,5,1,1,2,2,2,60,66,80,100,75,1,1,1
4/20/2026 15:59:39,18,2,1,2,3,3,3,3,3,3,3,3,3,3,2,3,4,5,1,2,4,2,4,1,1,1,0,1,1,0,1,99,90,80,100,95,0,0,1
4/20/2026 16:02:18,17,2,1,2,3,4,4,4,3,2,2,3,1,4,1,4,1,5,3,2,3,3,3,1,3,8,0,1,1,2,1,80,70,80,90,50,0,1,1
4/20/2026 16:13:51,17,2,1,2,4,5,4,3,3,2,1,5,2,2,3,3,3,4,3,3,4,4,3,3,4,2,1,1,4,2,2,80,60,70,80,70,0,1,4
4/20/2026 16:15:55,18,2,1,10,3,3,3,4,5,2,1,1,4,2,2,5,1,5,3,2,1,2,2,1,2,8,2,1,3,0,2,90,100,100,80,90,0,1,8
4/20/2026 16:26:06,19,2,1,10,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,2,4,6,2,1,2,0,1,89,90,100,80,85,1,2,2
4/20/2026 16:46:20,17,2,1,2,2,3,4,5,5,3,4,4,5,3,5,3,2,5,1,2,1,1,2,1,6,7,2,1,1,0,2,60,80,75,95,69,1,2,8
4/20/2026 17:17:25,17,2,1,2,4,5,4,5,4,4,2,5,2,4,5,5,5,5,5,1,2,1,1,1,3,4,1,1,1,2,2,100,99,96,90,90,1,2,1
4/20/2026 17:35:13,17,2,1,2,1,1,1,5,1,1,1,1,1,1,1,3,5,5,1,1,1,1,3,1,2,5,0,1,1,1,2,80,100,100,85,60,0,0,1
4/20/2026 17:35:50,17,2,1,2,3,3,4,5,5,5,1,1,3,1,5,4,1,5,5,1,4,1,1,1,1,2,0,1,1,1,1,70,90,90,80,95,0,0,1
4/20/2026 17:53:41,18,1,4,2,2,3,1,1,1,1,3,3,2,5,5,5,5,5,1,1,1,1,4,4,3,5,1,5,1,2,2,80,20,10,60,100,1,1,3
4/20/2026 18:03:27,17,2,1,2,5,3,4,2,5,4,5,5,5,5,4,4,5,5,4,1,2,1,4,1,2,8,0,1,4,0,1,40,60,50,80,70,1,0,1
4/20/2026 18:09:55,18,1,4,2,3,5,1,3,2,4,4,5,3,4,3,4,4,5,1,3,4,4,4,4,8,8,2,2,4,1,1,100,50,50,80,80,1,0,4
4/20/2026 18:10:36,17,2,1,2,5,4,5,4,4,5,5,5,5,4,4,4,5,5,4,1,3,3,3,8,8,8,2,1,4,0,1,49,70,50,80,40,1,0,0
4/20/2026 18:26:51,17,2,2,10,3,2,1,1,1,3,5,2,4,4,5,2,3,4,4,1,1,1,1,6,8,3,1,6,4,1,2,10,0,0,95,20,0,1,6
4/20/2026 19:27:24,17,2,1,2,2,3,3,5,1,5,1,1,3,5,1,2,5,5,1,1,1,1,1,1,2,5,1,1,2,0,2,95,95,90,90,100,1,2,1
4/20/2026 19:39:01,17,1,5,7,3,2,3,1,1,4,4,5,5,3,3,2,1,1,1,2,2,4,3,8,3,8,2,6,4,1,2,50,50,50,50,50,1,2,0
4/20/2026 19:50:35,17,2,1,2,4,4,4,5,5,4,2,3,4,3,1,5,2,4,4,1,2,1,1,1,3,2,1,1,4,1,1,70,80,80,65,90,1,0,1
4/20/2026 20:06:29,18,2,2,10,2,1,1,1,1,5,5,4,2,4,5,1,5,5,4,4,4,4,3,8,8,5,1,8,1,1,2,60,60,60,90,90,1,0,8
4/20/2026 20:29:01,17,2,1,2,5,5,5,5,5,3,3,5,3,3,2,4,5,5,5,1,1,1,2,3,1,2,0,3,2,2,1,95,90,95,95,90,0,0,3
4/20/2026 20:31:40,18,2,1,2,1,2,2,2,2,3,1,1,2,2,4,2,5,3,4,3,4,3,3,5,8,6,2,5,4,2,1,48,65,75,70,65,0,1,5
4/20/2026 20:32:53,17,2,1,2,1,1,4,5,1,3,1,1,1,2,1,5,5,5,3,1,1,1,1,1,2,5,0,1,2,0,1,66,50,60,80,70,0,0,1
4/20/2026 20:53:01,18,2,1,2,1,1,1,1,1,3,3,2,1,5,1,2,5,5,4,2,1,1,1,5,2,1,1,5,3,2,2,50,50,50,80,70,1,1,5
4/20/2026 20:53:33,17,2,1,2,3,2,3,3,3,4,2,3,5,3,3,3,1,5,3,2,2,1,1,2,7,7,0,2,3,2,1,90,85,90,85,75,0,0,2
4/20/2026 21:09:48,17,2,1,2,5,5,4,5,5,3,1,1,1,4,1,5,1,5,3,1,1,1,1,1,5,2,0,1,1,1,2,75,90,87,99,87,1,1,1
4/20/2026 21:11:53,17,2,1,4,1,3,4,3,2,1,1,2,4,3,2,3,5,3,2,2,3,4,3,8,8,2,1,1,2,0,1,40,50,20,40,20,1,1,8
4/20/2026 21:23:35,17,2,1,2,4,4,4,5,4,3,2,4,2,3,1,5,4,5,5,1,1,1,1,1,4,2,1,1,1,0,2,75,85,80,85,70,1,1,1
4/20/2026 21:52:56,17,2,1,2,3,3,4,4,4,4,1,4,4,4,3,4,3,4,3,1,2,1,2,1,3,2,0,1,2,2,1,95,90,85,95,98,0,1,0
4/20/2026 22:00:54,17,2,1,2,3,5,5,5,5,4,2,3,1,1,2,5,2,5,3,1,1,1,2,1,1,1,0,1,3,0,2,80,95,90,82,100,1,2,1
4/20/2026 22:35:27,17,2,1,2,1,2,5,5,2,4,5,5,3,5,5,1,3,5,1,1,1,1,2,1,2,5,0,1,1,0,1,60,80,80,90,70,1,1,1
4/20/2026 22:39:25,17,2,1,2,2,2,4,5,3,4,4,3,2,4,5,1,3,5,1,1,1,1,2,1,2,5,0,1,1,0,1,50,80,80,90,70,0,2,1
4/20/2026 22:51:09,19,2,1,7,4,2,2,5,4,4,1,1,4,4,3,2,2,4,4,1,2,1,1,3,1,5,1,1,1,2,1,75,80,65,95,90,0,0,1
4/21/2026 0:07:50,18,2,1,2,2,1,4,5,4,3,1,1,1,2,1,2,2,5,3,1,2,1,2,1,3,2,1,1,2,2,1,60,80,80,90,70,0,0,1
4/21/2026 0:14:53,17,2,1,2,1,2,2,5,4,1,4,1,1,1,2,1,3,4,5,1,1,1,1,1,2,6,1,2,1,2,1,65,94,96,80,70,0,1,1
4/21/2026 2:15:25,17,2,1,2,2,1,2,5,4,5,1,2,1,1,2,3,5,5,1,1,2,1,1,1,5,8,1,1,1,2,1,85,85,70,75,90,0,0,1
4/21/2026 6:35:46,17,2,1,2,3,2,2,2,2,5,5,3,5,5,3,2,5,5,1,1,3,1,1,5,2,7,2,2,2,1,1,50,65,50,75,50,0,0,0
4/21/2026 6:40:33,17,2,1,2,3,3,3,3,3,5,5,3,5,5,3,3,1,5,5,1,3,1,1,2,3,5,2,2,2,1,1,65,65,50,75,70,0,0,0
4/21/2026 7:37:27,17,2,1,2,5,2,5,5,5,3,1,1,1,1,3,4,2,5,5,1,1,1,1,1,2,3,0,2,1,0,1,70,86,100,90,100,1,0,1
4/21/2026 8:17:55,18,2,1,2,5,3,3,4,3,4,2,5,3,2,1,3,4,5,4,1,2,1,2,1,2,4,1,1,1,2,1,50,60,60,80,70,1,0,1
4/21/2026 8:19:05,18,2,1,2,5,4,4,5,4,3,3,4,4,5,4,4,4,5,5,2,3,4,4,1,2,3,0,1,4,2,2,80,95,97,100,80,1,0,1
4/21/2026 8:20:41,18,2,1,2,5,3,5,4,4,2,1,1,1,1,3,3,2,5,3,1,1,1,1,2,3,3,1,2,1,0,2,70,70,90,90,60,1,0,2
4/21/2026 8:27:22,18,2,1,2,1,5,5,3,2,4,1,4,4,2,1,4,1,5,2,1,2,1,4,2,1,3,1,8,2,1,1,35,40,30,70,50,1,0,2
4/21/2026 8:27:52,18,2,1,2,4,3,5,4,4,3,1,1,1,1,3,3,4,5,4,3,1,1,1,2,3,2,1,2,1,0,2,100,100,100,100,100,1,0,2
4/21/2026 10:44:19,18,2,1,2,4,3,5,4,4,2,1,1,1,1,3,3,2,5,3,2,1,1,1,2,3,2,1,2,1,0,2,80,70,80,90,60,1,0,2
4/21/2026 10:54:04,19,2,1,2,1,1,3,5,4,1,2,3,1,5,1,3,5,5,5,2,1,1,1,1,5,8,2,1,4,2,1,90,95,100,100,88,1,0,1
4/21/2026 11:01:47,17,2,1,2,3,3,3,4,4,3,2,3,4,3,3,3,3,4,3,2,2,1,2,8,8,1,2,8,3,0,2,80,70,80,90,65,0,1,8
4/21/2026 11:24:03,17,2,1,2,1,3,4,5,5,5,2,1,4,1,3,3,5,3,3,3,2,2,3,1,8,6,1,1,3,2,1,75,75,95,98,90,0,0,0
4/21/2026 12:11:52,18,2,1,2,1,1,3,5,3,1,1,2,1,1,1,2,4,5,3,1,1,1,1,1,2,3,0,1,1,0,2,100,100,100,100,100,0,0,1
4/21/2026 12:13:20,18,2,1,2,5,2,5,5,1,3,1,1,1,2,3,5,1,5,2,1,2,1,2,3,1,8,0,1,1,1,1,90,89,75,89,90,0,0,3
4/21/2026 14:41:13,17,2,1,2,3,2,4,3,4,3,1,4,3,2,1,2,4,5,3,3,2,1,2,8,8,7,1,1,1,2,2,65,50,80,90,70,0,2,0
4/21/2026 16:42:35,18,1,4,2,3,5,2,4,2,4,4,5,3,5,1,5,5,5,3,4,4,4,4,4,4,4,1,1,1,2,1,90,80,100,90,100,1,0,4
4/21/2026 18:11:10,17,2,1,2,3,2,3,5,4,4,5,3,1,1,4,2,5,5,1,1,1,1,2,1,8,6,1,1,1,2,1,70,65,75,95,83,1,1,0
4/21/2026 19:57:04,18,1,1,2,3,3,4,1,5,1,1,5,5,3,1,3,3,5,1,1,1,1,1,2,8,8,0,1,3,0,1,78,70,90,80,60,0,0,0
4/21/2026 20:10:36,17,2,1,1,4,5,5,3,3,2,1,3,1,1,1,5,1,5,5,1,4,1,1,2,1,3,1,1,2,2,1,100,100,100,100,100,0,0,1
4/21/2026 20:15:44,18,1,2,10,2,3,3,4,1,4,5,1,5,1,1,4,4,4,5,1,2,3,1,8,7,5,2,5,2,1,2,88,82,70,86,80,1,0,7
4/21/2026 20:16:50,17,2,1,1,4,4,2,4,1,1,1,1,3,1,2,3,3,4,1,1,3,2,2,1,3,2,0,2,1,1,2,91,80,80,90,44,0,0,0
4/21/2026 20:30:42,17,2,1,3,3,1,1,5,5,1,5,2,4,5,5,1,1,2,1,1,3,1,1,2,4,8,2,1,1,1,2,83,77,95,60,88,1,2,2
4/21/2026 20:39:46,17,2,1,2,2,4,4,4,4,3,1,2,1,3,1,2,5,5,1,1,1,1,1,1,2,3,1,1,1,0,2,80,75,75,90,85,0,0,0
4/21/2026 20:52:23,18,2,1,7,2,5,2,5,5,4,1,1,1,1,1,4,3,4,4,1,1,2,1,1,2,3,0,1,1,0,1,59.5,39.3,19.5,38.2,29.5,1,0,1
4/21/2026 21:34:56,18,1,1,2,1,1,1,5,5,5,5,5,5,5,1,5,1,1,5,1,1,1,1,3,3,3,2,3,2,0,1,95,100,100,100,95,0,0,3
4/21/2026 22:44:50,19,1,1,8,2,4,3,5,3,2,1,1,1,4,2,5,3,5,3,2,1,2,3,1,2,5,0,1,1,1,1,70,80,98,85,70,0,1,0
4/21/2026 23:00:09,17,2,1,2,1,4,3,5,1,1,1,4,5,5,3,4,1,5,5,4,4,4,4,1,3,6,0,1,2,0,1,100,100,100,100,99,1,0,0
4/21/2026 23:02:13,18,2,1,3,1,1,1,5,5,5,5,5,1,1,5,3,1,5,2,1,1,1,1,1,1,1,0,1,3,1,2,100,100,100,100,100,1,1,1
4/21/2026 23:13:29,17,2,1,5,3,1,2,5,3,3,1,1,1,1,4,3,3,5,2,1,1,1,1,1,3,2,1,1,1,0,2,90,100,100,100,100,1,1,1
4/21/2026 23:29:19,17,2,1,1,3,3,4,4,4,4,1,2,5,2,2,3,5,4,4,1,1,2,1,8,8,2,1,8,4,2,1,90,94,96,93,70,0,0,8
4/22/2026 13:49:39,17,2,1,2,2,3,3,5,5,4,3,1,1,1,2,4,4,5,2,2,2,1,2,1,7,8,0,1,1,1,2,75,80,90,75,95,0,2,1
4/22/2026 14:02:25,17,2,2,2,1,1,1,1,1,3,3,3,4,2,4,1,4,3,3,2,1,2,1,6,7,5,2,2,3,1,1,65,60,65,80,85,0,1,6
4/22/2026 14:02:56,17,2,1,2,2,4,4,4,4,4,2,3,2,3,3,3,4,4,5,1,2,1,1,1,2,3,1,1,1,1,2,80,75,100,90,85,1,1,1
4/22/2026 14:22:10,17,2,1,2,4,1,3,1,2,2,5,1,5,2,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1,0,1,100,100,100,100,100,1,1,0
4/22/2026 15:06:40,17,2,1,2,2,2,2,2,2,2,2,4,4,3,5,3,1,4,1,1,1,1,1,3,2,5,2,2,2,0,2,65,50,75,85,89,0,0,3
4/22/2026 15:11:29,18,2,2,2,3,3,2,4,4,4,3,3,5,2,1,2,3,3,3,1,2,1,2,8,8,8,1,8,1,2,1,50,30,30,70,50,0,0,8
4/22/2026 17:25:42,18,2,2,2,1,1,1,1,1,3,4,2,1,2,1,1,3,2,3,1,2,1,1,8,8,8,1,8,1,2,1,3,4,6,70,65,0,1,8
4/22/2026 19:44:09,18,2,1,2,2,3,3,3,3,3,5,3,5,5,5,4,2,3,4,3,2,2,3,2,3,4,2,3,4,2,1,40,47,22,75,55,0,1,0
4/22/2026 20:33:12,18,1,2,2,3,3,3,4,3,5,4,4,4,5,5,3,1,5,5,1,1,1,1,5,8,8,2,3,1,0,2,100,80,90,89,100,1,1,5
4/22/2026 20:33:46,19,2,4,2,3,1,3,3,3,3,4,1,1,3,1,1,5,1,1,1,3,2,2,4,3,6,0,5,1,0,2,70,90,90,100,70,0,0,3
4/22/2026 20:54:19,17,2,4,2,1,1,1,1,1,1,1,4,5,1,1,1,4,1,1,4,1,1,1,7,4,2,2,4,1,0,1,90,93,80,100,50,1,2,0
4/22/2026 21:10:52,18,2,1,2,3,1,4,4,4,2,3,3,2,1,1,2,1,5,4,1,3,1,1,1,8,2,2,1,4,2,1,50,80,100,90,95,0,0,8
4/22/2026 21:20:54,19,2,2,2,2,1,1,2,2,5,3,4,1,5,3,1,3,4,1,3,3,4,4,5,6,8,0,5,1,0,1,80,50,70,90,80,0,1,5
4/22/2026 21:27:15,18,1,1,2,3,3,4,5,5,2,1,2,3,1,1,4,3,5,1,1,1,1,3,1,3,2,0,1,1,0,1,100,100,100,98,100,1,0,1
4/22/2026 21:36:37,18,2,1,2,1,3,4,5,5,3,2,1,1,3,2,5,1,5,3,2,2,1,1,1,8,8,1,1,1,2,1,85,90,98,96,98,0,0,0
4/22/2026 21:49:44,19,2,1,2,4,1,2,5,4,4,3,3,3,5,3,2,2,3,1,1,1,2,3,1,5,3,1,1,2,2,2,45,30,89,98,40,1,1,1
4/22/2026 21:54:14,18,2,1,1,1,3,5,1,1,1,1,4,1,1,1,3,4,5,3,1,2,1,1,2,3,4,0,2,1,0,1,75,50,60,70,40,0,1,2
4/22/2026 22:23:18,17,1,1,2,3,3,4,5,1,3,1,1,1,1,1,4,2,5,5,3,1,1,1,1,2,2,2,1,1,0,2,95,96,100,95,90,1,1,1
4/22/2026 22:26:16,17,2,1,2,1,4,4,5,5,2,4,4,3,3,2,4,2,4,2,3,2,2,2,1,3,5,0,2,4,1,2,80,75,85,50,0,1,0,3
4/22/2026 22:54:10,18,2,1,2,5,2,1,3,4,5,5,5,4,5,2,1,5,3,2,4,4,4,4,1,3,2,1,1,1,0,1,30,40,70,90,40,1,1,0
4/22/2026 23:05:07,18,2,2,1,3,2,2,2,2,2,4,5,2,2,3,2,3,3,3,1,1,1,1,4,8,8,1,8,4,1,1,70,40,50,70,60,1,1,4
4/23/2026 0:18:37,17,2,1,2,3,2,4,4,2,1,1,2,1,2,4,1,4,3,1,2,1,2,4,2,1,5,2,1,1,0,2,70,60,75,80,40,0,1,0
4/23/2026 0:25:36,18,2,1,2,1,5,3,5,5,2,3,2,1,1,5,5,5,5,5,1,1,1,1,1,8,2,1,1,1,1,1,100,95,100,100,100,1,0,1
4/23/2026 15:49:00,18,2,1,2,5,4,4,3,4,3,3,2,2,1,3,4,2,4,3,2,2,1,1,3,1,7,1,1,2,1,2,56,37,20,33,29,1,0,3
4/23/2026 16:01:14,18,2,1,2,2,5,1,4,5,5,3,1,1,1,1,5,1,5,1,1,2,3,1,3,8,8,1,1,1,1,1,91,88,100,100,97,1,0,3
4/23/2026 16:07:50,19,2,1,1,2,4,4,5,5,3,1,2,1,1,1,4,2,5,4,2,2,1,3,1,3,6,0,1,2,2,1,91.5,98,98,99.9,96,1,0,0
4/23/2026 16:20:40,17,1,1,2,5,1,2,3,3,4,4,3,2,3,2,2,4,4,4,1,2,1,1,3,6,2,0,1,1,2,2,90,90,90,96,96,1,0,3
4/23/2026 16:22:21,18,2,1,2,1,4,4,1,1,1,1,1,4,1,3,1,3,1,1,1,1,3,2,1,2,7,2,1,1,0,1,88,90,100,100,60,0,1,0
4/23/2026 16:41:39,18,1,1,2,5,3,5,1,1,1,3,1,3,1,5,4,1,5,1,1,1,1,1,3,2,1,1,1,1,1,1,90,98,97,85,95,0,0,3
4/23/2026 17:10:54,18,1,1,1,1,3,2,4,3,2,1,2,1,2,3,2,4,4,3,1,2,1,2,1,3,2,0,1,1,1,1,80,80,70,90,100,1,0,1
4/23/2026 17:17:26,19,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,4,1,1,0,6,2,0,1,100,100,100,100,100,1,0,0
4/23/2026 17:45:02,18,2,1,1,5,2,3,2,1,2,1,3,3,2,3,3,2,3,4,1,1,1,1,3,2,4,1,1,1,0,1,50,90,90,95,90,0,0,0
4/23/2026 18:16:06,18,1,1,10,3,5,5,5,5,1,1,5,1,1,1,5,5,5,1,1,1,1,4,1,3,4,0,1,1,2,1,100,100,100,98,90,1,0,1
4/23/2026 18:18:41,18,1,1,6,4,5,5,2,2,3,1,1,1,1,2,4,3,4,2,2,2,1,3,3,2,1,0,1,3,2,1,90,98,80,94,93,1,0,3
4/23/2026 19:26:17,18,1,1,2,1,5,4,1,1,2,1,2,1,1,1,5,3,4,4,1,2,1,3,3,2,1,1,1,1,1,2,100,96,95,92,91,0,2,3
4/23/2026 19:54:45,18,2,1,2,1,1,3,5,5,1,1,1,1,1,3,2,5,5,4,1,2,1,1,1,1,8,0,1,1,0,1,60,55,70,66,75,1,0,1
4/23/2026 22:48:58,18,2,1,1,2,4,5,3,1,1,5,3,1,1,1,4,5,3,3,1,1,1,2,3,1,2,1,1,1,1,1,98,99,98,99,100,0,0,3
4/23/2026 23:23:18,17,1,1,1,1,5,3,5,3,3,3,5,3,1,3,5,5,5,1,1,1,1,2,3,3,3,0,8,3,0,1,97,97,100,90,98,1,0,3
4/23/2026 23:50:23,18,2,1,2,5,3,3,2,5,5,1,3,1,5,4,4,1,5,1,1,1,1,1,1,5,3,1,1,1,0,2,75,80,90,95,90,0,0,1
4/24/2026 0:09:36,18,2,1,6,1,1,1,1,1,1,1,3,1,1,3,3,3,4,3,3,2,2,3,3,6,5,2,5,3,2,2,0,0,0,0,0,1,2,4
4/24/2026 10:46:03,18,1,1,2,4,4,2,1,1,3,1,1,4,1,2,3,2,4,4,3,2,3,4,3,2,1,0,1,1,2,1,80,93,93,80,100,1,0,3
4/24/2026 11:01:30,17,2,1,2,1,4,4,3,2,1,1,1,5,1,1,5,5,5,5,1,1,1,1,2,1,8,0,1,1,1,2,97,93,100,100,90,0,1,0
4/24/2026 11:06:34,17,2,1,2,1,4,4,3,3,4,1,1,5,1,1,5,5,5,5,1,1,1,1,2,1,8,0,1,1,1,2,97,93,100,100,90,0,1,0
4/24/2026 11:21:33,17,2,1,2,5,4,3,2,3,3,3,2,2,1,2,4,2,3,3,2,1,4,2,3,2,8,0,1,1,1,2,87,93,97,100,100,0,0,3
4/24/2026 11:22:48,17,2,1,2,4,3,3,5,5,2,1,3,3,2,1,4,4,4,3,1,2,1,2,1,3,2,1,1,4,2,2,95,96,100,100,98,0,1,1
4/24/2026 11:23:14,17,2,1,2,3,3,1,5,1,3,1,4,2,1,2,5,3,3,1,1,1,1,1,1,4,2,0,1,2,2,2,100,80,100,100,90,1,2,1
4/24/2026 11:24:45,17,2,1,2,3,2,2,4,3,3,1,1,2,1,2,1,5,4,3,3,3,3,3,1,3,8,1,1,1,1,1,90,90,100,89,100,1,1,1
4/24/2026 12:49:33,17,2,1,2,3,3,3,4,5,3,1,2,3,1,2,4,4,5,2,3,2,4,3,1,8,3,1,1,2,2,1,97,90,90,100,93,1,0,1
4/25/2026 9:21:31,18,2,1,2,1,5,4,3,5,3,1,3,1,3,1,5,2,5,5,1,1,3,1,1,3,4,1,1,1,1,2,70,80,80,80,70,0,0,0
